date,product_id,product_name,category,unit_price,quantity_sold,revenue,month,day_of_week,year,day,week_of_year,is_weekend,calculated_revenue,rolling_avg_qty,previous_qty
2025-03-28,P003,Elbow socket 1/2,Plumbing,40,23,920,3,4,2025,28,13,0,920,19.666666666666668,24.0
2025-03-28,O001,Caltex 20W50,Oil,1200,5,6000,3,4,2025,28,13,0,6000,3.0,3.0
2025-03-29,E001,13A Plug base (ACL),Electrical,650,8,5200,3,5,2025,29,13,1,5200,10.0,17.0
2025-03-29,E002,1 GANG Switch (KEVILTON),Electrical,320,25,8000,3,5,2025,29,13,1,8000,17.0,7.0
2025-03-29,E003,LED 9W pin (GREEN),Electrical,575,10,5750,3,5,2025,29,13,1,5750,10.0,7.0
2025-03-29,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,3,5,2025,29,13,1,660,6.0,8.0
2025-03-29,P002,Valve socket 1/2,Plumbing,40,15,600,3,5,2025,29,13,1,600,17.0,25.0
2025-03-29,P003,Elbow socket 1/2,Plumbing,40,16,640,3,5,2025,29,13,1,640,21.0,23.0
2025-03-30,E001,13A Plug base (ACL),Electrical,650,17,11050,3,6,2025,30,13,1,11050,14.0,8.0
2025-03-30,E002,1 GANG Switch (KEVILTON),Electrical,320,22,7040,3,6,2025,30,13,1,7040,18.0,25.0
2025-03-30,E003,LED 9W pin (GREEN),Electrical,575,5,2875,3,6,2025,30,13,1,2875,7.333333333333333,10.0
2025-03-30,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,8,2640,3,6,2025,30,13,1,2640,6.0,2.0
2025-03-30,P002,Valve socket 1/2,Plumbing,40,12,480,3,6,2025,30,13,1,480,17.333333333333332,15.0
2025-03-30,P003,Elbow socket 1/2,Plumbing,40,18,720,3,6,2025,30,13,1,720,19.0,16.0
2025-03-30,O001,Caltex 20W50,Oil,1200,8,9600,3,6,2025,30,13,1,9600,5.333333333333333,5.0
2025-03-31,E001,13A Plug base (ACL),Electrical,650,14,9100,3,0,2025,31,14,0,9100,13.0,17.0
2025-03-31,E002,1 GANG Switch (KEVILTON),Electrical,320,14,4480,3,0,2025,31,14,0,4480,20.333333333333332,22.0
2025-03-31,E003,LED 9W pin (GREEN),Electrical,575,9,5175,3,0,2025,31,14,0,5175,8.0,5.0
2025-03-31,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,3,0,2025,31,14,0,990,4.333333333333333,8.0
2025-03-31,P002,Valve socket 1/2,Plumbing,40,15,600,3,0,2025,31,14,0,600,14.0,12.0
2025-03-31,O001,Caltex 20W50,Oil,1200,6,7200,3,0,2025,31,14,0,7200,6.333333333333333,8.0
2025-04-01,E001,13A Plug base (ACL),Electrical,650,16,10400,4,1,2025,1,14,0,10400,15.666666666666666,14.0
2025-04-01,E002,1 GANG Switch (KEVILTON),Electrical,320,14,4480,4,1,2025,1,14,0,4480,16.666666666666668,14.0
2025-04-01,E003,LED 9W pin (GREEN),Electrical,575,7,4025,4,1,2025,1,14,0,4025,7.0,9.0
2025-04-01,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,1,2025,1,14,0,2800,1.3333333333333333,1.0
2025-04-01,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,4,1,2025,1,14,0,1980,5.666666666666667,3.0
2025-04-01,P002,Valve socket 1/2,Plumbing,40,23,920,4,1,2025,1,14,0,920,16.666666666666668,15.0
2025-04-02,E001,13A Plug base (ACL),Electrical,650,21,13650,4,2,2025,2,14,0,13650,17.0,16.0
2025-04-02,E002,1 GANG Switch (KEVILTON),Electrical,320,10,3200,4,2,2025,2,14,0,3200,12.666666666666666,14.0
2025-04-02,E003,LED 9W pin (GREEN),Electrical,575,21,12075,4,2,2025,2,14,0,12075,12.333333333333334,7.0
2025-04-02,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,2,2025,2,14,0,2800,1.0,1.0
2025-04-02,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,4,2,2025,2,14,0,660,3.6666666666666665,6.0
2025-04-02,P002,Valve socket 1/2,Plumbing,40,18,720,4,2,2025,2,14,0,720,18.666666666666668,23.0
2025-04-02,P003,Elbow socket 1/2,Plumbing,40,11,440,4,2,2025,2,14,0,440,15.0,18.0
2025-04-03,E001,13A Plug base (ACL),Electrical,650,25,16250,4,3,2025,3,14,0,16250,20.666666666666668,21.0
2025-04-03,E002,1 GANG Switch (KEVILTON),Electrical,320,24,7680,4,3,2025,3,14,0,7680,16.0,10.0
2025-04-03,E003,LED 9W pin (GREEN),Electrical,575,10,5750,4,3,2025,3,14,0,5750,12.666666666666666,21.0
2025-04-03,E004,MCB enclosure 18 way,Electrical,2800,2,5600,4,3,2025,3,14,0,5600,1.3333333333333333,1.0
2025-04-03,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,7,2310,4,3,2025,3,14,0,2310,5.0,2.0
2025-04-03,P002,Valve socket 1/2,Plumbing,40,14,560,4,3,2025,3,14,0,560,18.333333333333332,18.0
2025-04-03,P003,Elbow socket 1/2,Plumbing,40,17,680,4,3,2025,3,14,0,680,15.333333333333334,11.0
2025-04-04,E001,13A Plug base (ACL),Electrical,650,24,15600,4,4,2025,4,14,0,15600,23.333333333333332,25.0
2025-04-04,E002,1 GANG Switch (KEVILTON),Electrical,320,24,7680,4,4,2025,4,14,0,7680,19.333333333333332,24.0
2025-04-04,E003,LED 9W pin (GREEN),Electrical,575,23,13225,4,4,2025,4,14,0,13225,18.0,10.0
2025-04-04,E004,MCB enclosure 18 way,Electrical,2800,2,5600,4,4,2025,4,14,0,5600,1.6666666666666667,2.0
2025-04-04,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,4,4,2025,4,14,0,660,3.6666666666666665,7.0
2025-04-04,P002,Valve socket 1/2,Plumbing,40,17,680,4,4,2025,4,14,0,680,16.333333333333332,14.0
2025-04-04,O001,Caltex 20W50,Oil,1200,4,4800,4,4,2025,4,14,0,4800,6.0,6.0
2025-04-05,E001,13A Plug base (ACL),Electrical,650,21,13650,4,5,2025,5,14,1,13650,23.333333333333332,24.0
2025-04-05,E002,1 GANG Switch (KEVILTON),Electrical,320,22,7040,4,5,2025,5,14,1,7040,23.333333333333332,24.0
2025-04-05,E003,LED 9W pin (GREEN),Electrical,575,18,10350,4,5,2025,5,14,1,10350,17.0,23.0
2025-04-05,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,4,5,2025,5,14,1,330,3.3333333333333335,2.0
2025-04-05,P002,Valve socket 1/2,Plumbing,40,24,960,4,5,2025,5,14,1,960,18.333333333333332,17.0
2025-04-05,O001,Caltex 20W50,Oil,1200,5,6000,4,5,2025,5,14,1,6000,5.0,4.0
2025-04-06,E001,13A Plug base (ACL),Electrical,650,12,7800,4,6,2025,6,14,1,7800,19.0,21.0
2025-04-06,E002,1 GANG Switch (KEVILTON),Electrical,320,12,3840,4,6,2025,6,14,1,3840,19.333333333333332,22.0
2025-04-06,E003,LED 9W pin (GREEN),Electrical,575,14,8050,4,6,2025,6,14,1,8050,18.333333333333332,18.0
2025-04-06,P002,Valve socket 1/2,Plumbing,40,15,600,4,6,2025,6,14,1,600,18.666666666666668,24.0
2025-04-06,P003,Elbow socket 1/2,Plumbing,40,19,760,4,6,2025,6,14,1,760,15.666666666666666,17.0
2025-04-06,O001,Caltex 20W50,Oil,1200,4,4800,4,6,2025,6,14,1,4800,4.333333333333333,5.0
2025-04-07,E001,13A Plug base (ACL),Electrical,650,21,13650,4,0,2025,7,15,0,13650,18.0,12.0
2025-04-07,E002,1 GANG Switch (KEVILTON),Electrical,320,25,8000,4,0,2025,7,15,0,8000,19.666666666666668,12.0
2025-04-07,E003,LED 9W pin (GREEN),Electrical,575,22,12650,4,0,2025,7,15,0,12650,18.0,14.0
2025-04-07,P002,Valve socket 1/2,Plumbing,40,11,440,4,0,2025,7,15,0,440,16.666666666666668,15.0
2025-04-07,O001,Caltex 20W50,Oil,1200,1,1200,4,0,2025,7,15,0,1200,3.3333333333333335,4.0
2025-04-08,E001,13A Plug base (ACL),Electrical,650,18,11700,4,1,2025,8,15,0,11700,17.0,21.0
2025-04-08,E002,1 GANG Switch (KEVILTON),Electrical,320,20,6400,4,1,2025,8,15,0,6400,19.0,25.0
2025-04-08,E003,LED 9W pin (GREEN),Electrical,575,18,10350,4,1,2025,8,15,0,10350,18.0,22.0
2025-04-08,E004,MCB enclosure 18 way,Electrical,2800,2,5600,4,1,2025,8,15,0,5600,2.0,2.0
2025-04-08,P002,Valve socket 1/2,Plumbing,40,9,360,4,1,2025,8,15,0,360,11.666666666666666,11.0
2025-04-08,O001,Caltex 20W50,Oil,1200,7,8400,4,1,2025,8,15,0,8400,4.0,1.0
2025-04-09,E001,13A Plug base (ACL),Electrical,650,9,5850,4,2,2025,9,15,0,5850,16.0,18.0
2025-04-09,E002,1 GANG Switch (KEVILTON),Electrical,320,20,6400,4,2,2025,9,15,0,6400,21.666666666666668,20.0
2025-04-09,E003,LED 9W pin (GREEN),Electrical,575,7,4025,4,2,2025,9,15,0,4025,15.666666666666666,18.0
2025-04-09,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,4,2,2025,9,15,0,660,1.6666666666666667,1.0
2025-04-09,P003,Elbow socket 1/2,Plumbing,40,12,480,4,2,2025,9,15,0,480,16.0,19.0
2025-04-09,O001,Caltex 20W50,Oil,1200,6,7200,4,2,2025,9,15,0,7200,4.666666666666667,7.0
2025-04-10,E001,13A Plug base (ACL),Electrical,650,17,11050,4,3,2025,10,15,0,11050,14.666666666666666,9.0
2025-04-10,E002,1 GANG Switch (KEVILTON),Electrical,320,16,5120,4,3,2025,10,15,0,5120,18.666666666666668,20.0
2025-04-10,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,4,3,2025,10,15,0,990,2.0,2.0
2025-04-10,P002,Valve socket 1/2,Plumbing,40,18,720,4,3,2025,10,15,0,720,12.666666666666666,9.0
2025-04-10,O001,Caltex 20W50,Oil,1200,3,3600,4,3,2025,10,15,0,3600,5.333333333333333,6.0
2025-04-11,E001,13A Plug base (ACL),Electrical,650,7,4550,4,4,2025,11,15,0,4550,11.0,17.0
2025-04-11,E002,1 GANG Switch (KEVILTON),Electrical,320,22,7040,4,4,2025,11,15,0,7040,19.333333333333332,16.0
2025-04-11,E004,MCB enclosure 18 way,Electrical,2800,2,5600,4,4,2025,11,15,0,5600,2.0,2.0
2025-04-11,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,4,4,2025,11,15,0,1320,3.0,3.0
2025-04-11,P002,Valve socket 1/2,Plumbing,40,9,360,4,4,2025,11,15,0,360,12.0,18.0
2025-04-11,P003,Elbow socket 1/2,Plumbing,40,19,760,4,4,2025,11,15,0,760,16.666666666666668,12.0
2025-04-11,O001,Caltex 20W50,Oil,1200,5,6000,4,4,2025,11,15,0,6000,4.666666666666667,3.0
2025-04-12,E001,13A Plug base (ACL),Electrical,650,24,15600,4,5,2025,12,15,1,15600,16.0,7.0
2025-04-12,E002,1 GANG Switch (KEVILTON),Electrical,320,21,6720,4,5,2025,12,15,1,6720,19.666666666666668,22.0
2025-04-12,E003,LED 9W pin (GREEN),Electrical,575,13,7475,4,5,2025,12,15,1,7475,12.666666666666666,7.0
2025-04-12,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,4,5,2025,12,15,1,1650,4.0,4.0
2025-04-12,P002,Valve socket 1/2,Plumbing,40,5,200,4,5,2025,12,15,1,200,10.666666666666666,9.0
2025-04-12,O001,Caltex 20W50,Oil,1200,3,3600,4,5,2025,12,15,1,3600,3.6666666666666665,5.0
2025-04-13,E002,1 GANG Switch (KEVILTON),Electrical,320,7,2240,4,6,2025,13,15,1,2240,16.666666666666668,21.0
2025-04-13,E003,LED 9W pin (GREEN),Electrical,575,25,14375,4,6,2025,13,15,1,14375,15.0,13.0
2025-04-13,E004,MCB enclosure 18 way,Electrical,2800,2,5600,4,6,2025,13,15,1,5600,2.0,2.0
2025-04-13,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,4,6,2025,13,15,1,1650,4.666666666666667,5.0
2025-04-13,P002,Valve socket 1/2,Plumbing,40,8,320,4,6,2025,13,15,1,320,7.333333333333333,5.0
2025-04-13,P003,Elbow socket 1/2,Plumbing,40,15,600,4,6,2025,13,15,1,600,15.333333333333334,19.0
2025-04-13,O001,Caltex 20W50,Oil,1200,1,1200,4,6,2025,13,15,1,1200,3.0,3.0
2025-04-14,E002,1 GANG Switch (KEVILTON),Electrical,320,18,5760,4,0,2025,14,16,0,5760,15.333333333333334,7.0
2025-04-14,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,4,0,2025,14,16,0,660,4.0,5.0
2025-04-14,P003,Elbow socket 1/2,Plumbing,40,5,200,4,0,2025,14,16,0,200,13.0,15.0
2025-04-14,O001,Caltex 20W50,Oil,1200,2,2400,4,0,2025,14,16,0,2400,2.0,1.0
2025-04-15,E001,13A Plug base (ACL),Electrical,650,18,11700,4,1,2025,15,16,0,11700,16.333333333333332,24.0
2025-04-15,E002,1 GANG Switch (KEVILTON),Electrical,320,16,5120,4,1,2025,15,16,0,5120,13.666666666666666,18.0
2025-04-15,E003,LED 9W pin (GREEN),Electrical,575,18,10350,4,1,2025,15,16,0,10350,18.666666666666668,25.0
2025-04-15,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,4,1,2025,15,16,0,990,3.3333333333333335,2.0
2025-04-15,P002,Valve socket 1/2,Plumbing,40,22,880,4,1,2025,15,16,0,880,11.666666666666666,8.0
2025-04-15,P003,Elbow socket 1/2,Plumbing,40,6,240,4,1,2025,15,16,0,240,8.666666666666666,5.0
2025-04-15,O001,Caltex 20W50,Oil,1200,6,7200,4,1,2025,15,16,0,7200,3.0,2.0
2025-04-16,E001,13A Plug base (ACL),Electrical,650,15,9750,4,2,2025,16,16,0,9750,19.0,18.0
2025-04-16,E002,1 GANG Switch (KEVILTON),Electrical,320,24,7680,4,2,2025,16,16,0,7680,19.333333333333332,16.0
2025-04-16,E003,LED 9W pin (GREEN),Electrical,575,10,5750,4,2,2025,16,16,0,5750,17.666666666666668,18.0
2025-04-16,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,4,2,2025,16,16,0,1320,3.0,3.0
2025-04-16,P002,Valve socket 1/2,Plumbing,40,14,560,4,2,2025,16,16,0,560,14.666666666666666,22.0
2025-04-16,O001,Caltex 20W50,Oil,1200,5,6000,4,2,2025,16,16,0,6000,4.333333333333333,6.0
2025-04-17,E002,1 GANG Switch (KEVILTON),Electrical,320,25,8000,4,3,2025,17,16,0,8000,21.666666666666668,24.0
2025-04-17,P002,Valve socket 1/2,Plumbing,40,9,360,4,3,2025,17,16,0,360,15.0,14.0
2025-04-17,P003,Elbow socket 1/2,Plumbing,40,24,960,4,3,2025,17,16,0,960,11.666666666666666,6.0
2025-04-17,O001,Caltex 20W50,Oil,1200,2,2400,4,3,2025,17,16,0,2400,4.333333333333333,5.0
2025-04-18,E001,13A Plug base (ACL),Electrical,650,25,16250,4,4,2025,18,16,0,16250,19.333333333333332,15.0
2025-04-18,E002,1 GANG Switch (KEVILTON),Electrical,320,17,5440,4,4,2025,18,16,0,5440,22.0,25.0
2025-04-18,E003,LED 9W pin (GREEN),Electrical,575,16,9200,4,4,2025,18,16,0,9200,14.666666666666666,10.0
2025-04-18,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,8,2640,4,4,2025,18,16,0,2640,5.0,4.0
2025-04-18,P003,Elbow socket 1/2,Plumbing,40,14,560,4,4,2025,18,16,0,560,14.666666666666666,24.0
2025-04-18,O001,Caltex 20W50,Oil,1200,2,2400,4,4,2025,18,16,0,2400,3.0,2.0
2025-04-19,E001,13A Plug base (ACL),Electrical,650,14,9100,4,5,2025,19,16,1,9100,18.0,25.0
2025-04-19,E002,1 GANG Switch (KEVILTON),Electrical,320,15,4800,4,5,2025,19,16,1,4800,19.0,17.0
2025-04-19,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,5,2025,19,16,1,2800,1.6666666666666667,2.0
2025-04-19,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,4,5,2025,19,16,1,1650,5.666666666666667,8.0
2025-04-19,P003,Elbow socket 1/2,Plumbing,40,17,680,4,5,2025,19,16,1,680,18.333333333333332,14.0
2025-04-19,O001,Caltex 20W50,Oil,1200,5,6000,4,5,2025,19,16,1,6000,3.0,2.0
2025-04-20,E001,13A Plug base (ACL),Electrical,650,18,11700,4,6,2025,20,16,1,11700,19.0,14.0
2025-04-20,E002,1 GANG Switch (KEVILTON),Electrical,320,14,4480,4,6,2025,20,16,1,4480,15.333333333333334,15.0
2025-04-20,E003,LED 9W pin (GREEN),Electrical,575,19,10925,4,6,2025,20,16,1,10925,15.0,16.0
2025-04-20,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,4,6,2025,20,16,1,1980,6.333333333333333,5.0
2025-04-20,P002,Valve socket 1/2,Plumbing,40,16,640,4,6,2025,20,16,1,640,13.0,9.0
2025-04-20,O001,Caltex 20W50,Oil,1200,7,8400,4,6,2025,20,16,1,8400,4.666666666666667,5.0
2025-04-21,E001,13A Plug base (ACL),Electrical,650,15,9750,4,0,2025,21,17,0,9750,15.666666666666666,18.0
2025-04-21,E003,LED 9W pin (GREEN),Electrical,575,24,13800,4,0,2025,21,17,0,13800,19.666666666666668,19.0
2025-04-21,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,0,2025,21,17,0,2800,1.3333333333333333,1.0
2025-04-21,P003,Elbow socket 1/2,Plumbing,40,23,920,4,0,2025,21,17,0,920,18.0,17.0
2025-04-21,O001,Caltex 20W50,Oil,1200,6,7200,4,0,2025,21,17,0,7200,6.0,7.0
2025-04-22,E001,13A Plug base (ACL),Electrical,650,22,14300,4,1,2025,22,17,0,14300,18.333333333333332,15.0
2025-04-22,E002,1 GANG Switch (KEVILTON),Electrical,320,23,7360,4,1,2025,22,17,0,7360,17.333333333333332,14.0
2025-04-22,E003,LED 9W pin (GREEN),Electrical,575,13,7475,4,1,2025,22,17,0,7475,18.666666666666668,24.0
2025-04-22,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,1,2025,22,17,0,2800,1.0,1.0
2025-04-22,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,4,1,2025,22,17,0,1650,5.333333333333333,6.0
2025-04-22,P002,Valve socket 1/2,Plumbing,40,12,480,4,1,2025,22,17,0,480,12.333333333333334,16.0
2025-04-22,O001,Caltex 20W50,Oil,1200,5,6000,4,1,2025,22,17,0,6000,6.0,6.0
2025-04-23,E001,13A Plug base (ACL),Electrical,650,8,5200,4,2,2025,23,17,0,5200,15.0,22.0
2025-04-23,E002,1 GANG Switch (KEVILTON),Electrical,320,20,6400,4,2,2025,23,17,0,6400,19.0,23.0
2025-04-23,E003,LED 9W pin (GREEN),Electrical,575,17,9775,4,2,2025,23,17,0,9775,18.0,13.0
2025-04-23,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,2,2025,23,17,0,2800,1.0,1.0
2025-04-23,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,4,2,2025,23,17,0,660,4.333333333333333,5.0
2025-04-23,P002,Valve socket 1/2,Plumbing,40,15,600,4,2,2025,23,17,0,600,14.333333333333334,12.0
2025-04-23,P003,Elbow socket 1/2,Plumbing,40,12,480,4,2,2025,23,17,0,480,17.333333333333332,23.0
2025-04-23,O001,Caltex 20W50,Oil,1200,8,9600,4,2,2025,23,17,0,9600,6.333333333333333,5.0
2025-04-24,E002,1 GANG Switch (KEVILTON),Electrical,320,13,4160,4,3,2025,24,17,0,4160,18.666666666666668,20.0
2025-04-24,E003,LED 9W pin (GREEN),Electrical,575,5,2875,4,3,2025,24,17,0,2875,11.666666666666666,17.0
2025-04-24,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,3,2025,24,17,0,2800,1.0,1.0
2025-04-24,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,4,3,2025,24,17,0,330,2.6666666666666665,2.0
2025-04-24,P002,Valve socket 1/2,Plumbing,40,20,800,4,3,2025,24,17,0,800,15.666666666666666,15.0
2025-04-24,P003,Elbow socket 1/2,Plumbing,40,6,240,4,3,2025,24,17,0,240,13.666666666666666,12.0
2025-04-24,O001,Caltex 20W50,Oil,1200,2,2400,4,3,2025,24,17,0,2400,5.0,8.0
2025-04-25,E001,13A Plug base (ACL),Electrical,650,11,7150,4,4,2025,25,17,0,7150,13.666666666666666,8.0
2025-04-25,E002,1 GANG Switch (KEVILTON),Electrical,320,20,6400,4,4,2025,25,17,0,6400,17.666666666666668,13.0
2025-04-25,E003,LED 9W pin (GREEN),Electrical,575,12,6900,4,4,2025,25,17,0,6900,11.333333333333334,5.0
2025-04-25,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,4,4,2025,25,17,0,1650,2.6666666666666665,1.0
2025-04-25,P002,Valve socket 1/2,Plumbing,40,6,240,4,4,2025,25,17,0,240,13.666666666666666,20.0
2025-04-25,P003,Elbow socket 1/2,Plumbing,40,21,840,4,4,2025,25,17,0,840,13.0,6.0
2025-04-25,O001,Caltex 20W50,Oil,1200,6,7200,4,4,2025,25,17,0,7200,5.333333333333333,2.0
2025-04-26,E001,13A Plug base (ACL),Electrical,650,20,13000,4,5,2025,26,17,1,13000,13.0,11.0
2025-04-26,E002,1 GANG Switch (KEVILTON),Electrical,320,7,2240,4,5,2025,26,17,1,2240,13.333333333333334,20.0
2025-04-26,E003,LED 9W pin (GREEN),Electrical,575,18,10350,4,5,2025,26,17,1,10350,11.666666666666666,12.0
2025-04-26,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,4,5,2025,26,17,1,660,2.6666666666666665,5.0
2025-04-26,P002,Valve socket 1/2,Plumbing,40,20,800,4,5,2025,26,17,1,800,15.333333333333334,6.0
2025-04-26,P003,Elbow socket 1/2,Plumbing,40,7,280,4,5,2025,26,17,1,280,11.333333333333334,21.0
2025-04-26,O001,Caltex 20W50,Oil,1200,5,6000,4,5,2025,26,17,1,6000,4.333333333333333,6.0
2025-04-27,E001,13A Plug base (ACL),Electrical,650,19,12350,4,6,2025,27,17,1,12350,16.666666666666668,20.0
2025-04-27,E002,1 GANG Switch (KEVILTON),Electrical,320,16,5120,4,6,2025,27,17,1,5120,14.333333333333334,7.0
2025-04-27,E003,LED 9W pin (GREEN),Electrical,575,6,3450,4,6,2025,27,17,1,3450,12.0,18.0
2025-04-27,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,6,2025,27,17,1,2800,1.0,1.0
2025-04-27,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,4,6,2025,27,17,1,1650,4.0,2.0
2025-04-27,P003,Elbow socket 1/2,Plumbing,40,17,680,4,6,2025,27,17,1,680,15.0,7.0
2025-04-28,E001,13A Plug base (ACL),Electrical,650,17,11050,4,0,2025,28,18,0,11050,18.666666666666668,19.0
2025-04-28,E002,1 GANG Switch (KEVILTON),Electrical,320,20,6400,4,0,2025,28,18,0,6400,14.333333333333334,16.0
2025-04-28,E003,LED 9W pin (GREEN),Electrical,575,6,3450,4,0,2025,28,18,0,3450,10.0,6.0
2025-04-28,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,0,2025,28,18,0,2800,1.0,1.0
2025-04-28,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,4,0,2025,28,18,0,1320,3.6666666666666665,5.0
2025-04-28,P002,Valve socket 1/2,Plumbing,40,24,960,4,0,2025,28,18,0,960,16.666666666666668,20.0
2025-04-28,P003,Elbow socket 1/2,Plumbing,40,13,520,4,0,2025,28,18,0,520,12.333333333333334,17.0
2025-04-28,O001,Caltex 20W50,Oil,1200,2,2400,4,0,2025,28,18,0,2400,4.333333333333333,5.0
2025-04-29,E001,13A Plug base (ACL),Electrical,650,17,11050,4,1,2025,29,18,0,11050,17.666666666666668,17.0
2025-04-29,E002,1 GANG Switch (KEVILTON),Electrical,320,19,6080,4,1,2025,29,18,0,6080,18.333333333333332,20.0
2025-04-29,E003,LED 9W pin (GREEN),Electrical,575,18,10350,4,1,2025,29,18,0,10350,10.0,6.0
2025-04-29,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,1,2025,29,18,0,2800,1.0,1.0
2025-04-29,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,4,1,2025,29,18,0,990,4.0,4.0
2025-04-29,P002,Valve socket 1/2,Plumbing,40,11,440,4,1,2025,29,18,0,440,18.333333333333332,24.0
2025-04-29,P003,Elbow socket 1/2,Plumbing,40,22,880,4,1,2025,29,18,0,880,17.333333333333332,13.0
2025-04-29,O001,Caltex 20W50,Oil,1200,5,6000,4,1,2025,29,18,0,6000,4.0,2.0
2025-04-30,E001,13A Plug base (ACL),Electrical,650,12,7800,4,2,2025,30,18,0,7800,15.333333333333334,17.0
2025-04-30,E002,1 GANG Switch (KEVILTON),Electrical,320,24,7680,4,2,2025,30,18,0,7680,21.0,19.0
2025-04-30,E003,LED 9W pin (GREEN),Electrical,575,21,12075,4,2,2025,30,18,0,12075,15.0,18.0
2025-04-30,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,4,2,2025,30,18,0,990,3.3333333333333335,3.0
2025-04-30,P002,Valve socket 1/2,Plumbing,40,19,760,4,2,2025,30,18,0,760,18.0,11.0
2025-04-30,O001,Caltex 20W50,Oil,1200,5,6000,4,2,2025,30,18,0,6000,4.0,5.0
2025-05-01,E002,1 GANG Switch (KEVILTON),Electrical,320,11,3520,5,3,2025,1,18,0,3520,18.0,24.0
2025-05-01,E003,LED 9W pin (GREEN),Electrical,575,11,6325,5,3,2025,1,18,0,6325,16.666666666666668,21.0
2025-05-01,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,5,3,2025,1,18,0,660,2.6666666666666665,3.0
2025-05-01,P003,Elbow socket 1/2,Plumbing,40,11,440,5,3,2025,1,18,0,440,15.333333333333334,22.0
2025-05-01,O001,Caltex 20W50,Oil,1200,4,4800,5,3,2025,1,18,0,4800,4.666666666666667,5.0
2025-05-02,E002,1 GANG Switch (KEVILTON),Electrical,320,21,6720,5,4,2025,2,18,0,6720,18.666666666666668,11.0
2025-05-02,E003,LED 9W pin (GREEN),Electrical,575,23,13225,5,4,2025,2,18,0,13225,18.333333333333332,11.0
2025-05-02,E004,MCB enclosure 18 way,Electrical,2800,2,5600,5,4,2025,2,18,0,5600,1.3333333333333333,1.0
2025-05-02,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,5,4,2025,2,18,0,330,2.0,2.0
2025-05-02,P002,Valve socket 1/2,Plumbing,40,7,280,5,4,2025,2,18,0,280,12.333333333333334,19.0
2025-05-02,P003,Elbow socket 1/2,Plumbing,40,13,520,5,4,2025,2,18,0,520,15.333333333333334,11.0
2025-05-03,E001,13A Plug base (ACL),Electrical,650,12,7800,5,5,2025,3,18,1,7800,13.666666666666666,12.0
2025-05-03,E002,1 GANG Switch (KEVILTON),Electrical,320,12,3840,5,5,2025,3,18,1,3840,14.666666666666666,21.0
2025-05-03,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,5,5,2025,3,18,1,330,1.3333333333333333,1.0
2025-05-03,P002,Valve socket 1/2,Plumbing,40,13,520,5,5,2025,3,18,1,520,13.0,7.0
2025-05-03,P003,Elbow socket 1/2,Plumbing,40,5,200,5,5,2025,3,18,1,200,9.666666666666666,13.0
2025-05-03,O001,Caltex 20W50,Oil,1200,1,1200,5,5,2025,3,18,1,1200,3.3333333333333335,4.0
2025-05-04,E001,13A Plug base (ACL),Electrical,650,24,15600,5,6,2025,4,18,1,15600,16.0,12.0
