date,product_id,product_name,category,unit_price,quantity_sold,revenue,month,day_of_week
2025-02-24,E002,1 GANG Switch (KEVILTON),Electrical,320,7,2240,2,0
2025-02-24,E003,LED 9W pin (GREEN),Electrical,575,21,12075,2,0
2025-02-24,E004,MCB enclosure 18 way,Electrical,2800,2,5600,2,0
2025-02-24,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,2,0
2025-02-24,P002,Valve socket 1/2,Plumbing,40,5,200,2,0
2025-02-24,O001,Caltex 20W50,Oil,1200,4,4800,2,0
2025-02-25,E003,LED 9W pin (GREEN),Electrical,575,6,3450,2,1
2025-02-25,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,7,2310,2,1
2025-02-25,P002,Valve socket 1/2,Plumbing,40,12,480,2,1
2025-02-25,P003,Elbow socket 1/2,Plumbing,40,15,600,2,1
2025-02-25,O001,Caltex 20W50,Oil,1200,2,2400,2,1
2025-02-26,E001,13A Plug base (ACL),Electrical,650,9,5850,2,2
2025-02-26,E002,1 GANG Switch (KEVILTON),Electrical,320,8,2560,2,2
2025-02-26,E003,LED 9W pin (GREEN),Electrical,575,21,12075,2,2
2025-02-26,E004,MCB enclosure 18 way,Electrical,2800,1,2800,2,2
2025-02-26,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,7,2310,2,2
2025-02-26,P002,Valve socket 1/2,Plumbing,40,25,1000,2,2
2025-02-26,P003,Elbow socket 1/2,Plumbing,40,19,760,2,2
2025-02-27,E001,13A Plug base (ACL),Electrical,650,24,15600,2,3
2025-02-27,E003,LED 9W pin (GREEN),Electrical,575,12,6900,2,3
2025-02-27,E004,MCB enclosure 18 way,Electrical,2800,2,5600,2,3
2025-02-27,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,2,3
2025-02-27,P002,Valve socket 1/2,Plumbing,40,25,1000,2,3
2025-02-27,P003,Elbow socket 1/2,Plumbing,40,11,440,2,3
2025-02-27,O001,Caltex 20W50,Oil,1200,4,4800,2,3
2025-02-28,E001,13A Plug base (ACL),Electrical,650,14,9100,2,4
2025-02-28,E002,1 GANG Switch (KEVILTON),Electrical,320,25,8000,2,4
2025-02-28,E003,LED 9W pin (GREEN),Electrical,575,14,8050,2,4
2025-02-28,E004,MCB enclosure 18 way,Electrical,2800,1,2800,2,4
2025-02-28,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,2,4
2025-02-28,P002,Valve socket 1/2,Plumbing,40,20,800,2,4
2025-02-28,P003,Elbow socket 1/2,Plumbing,40,12,480,2,4
2025-02-28,O001,Caltex 20W50,Oil,1200,1,1200,2,4
2025-03-01,E001,13A Plug base (ACL),Electrical,650,7,4550,3,5
2025-03-01,E002,1 GANG Switch (KEVILTON),Electrical,320,24,7680,3,5
2025-03-01,E003,LED 9W pin (GREEN),Electrical,575,14,8050,3,5
2025-03-01,E004,MCB enclosure 18 way,Electrical,2800,1,2800,3,5
2025-03-01,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,3,5
2025-03-01,P002,Valve socket 1/2,Plumbing,40,21,840,3,5
2025-03-01,P003,Elbow socket 1/2,Plumbing,40,12,480,3,5
2025-03-01,O001,Caltex 20W50,Oil,1200,5,6000,3,5
2025-03-02,E001,13A Plug base (ACL),Electrical,650,14,9100,3,6
2025-03-02,E002,1 GANG Switch (KEVILTON),Electrical,320,23,7360,3,6
2025-03-02,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,3,6
2025-03-02,P002,Valve socket 1/2,Plumbing,40,14,560,3,6
2025-03-02,P003,Elbow socket 1/2,Plumbing,40,12,480,3,6
2025-03-02,O001,Caltex 20W50,Oil,1200,4,4800,3,6
2025-03-03,E001,13A Plug base (ACL),Electrical,650,7,4550,3,0
2025-03-03,E002,1 GANG Switch (KEVILTON),Electrical,320,25,8000,3,0
2025-03-03,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,3,0
2025-03-03,P002,Valve socket 1/2,Plumbing,40,13,520,3,0
2025-03-03,P003,Elbow socket 1/2,Plumbing,40,8,320,3,0
2025-03-03,O001,Caltex 20W50,Oil,1200,3,3600,3,0
2025-03-04,E001,13A Plug base (ACL),Electrical,650,22,14300,3,1
2025-03-04,E002,1 GANG Switch (KEVILTON),Electrical,320,25,8000,3,1
2025-03-04,E003,LED 9W pin (GREEN),Electrical,575,17,9775,3,1
2025-03-04,E004,MCB enclosure 18 way,Electrical,2800,2,5600,3,1
2025-03-04,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,3,1
2025-03-04,P002,Valve socket 1/2,Plumbing,40,8,320,3,1
2025-03-04,P003,Elbow socket 1/2,Plumbing,40,21,840,3,1
2025-03-04,O001,Caltex 20W50,Oil,1200,7,8400,3,1
2025-03-05,E001,13A Plug base (ACL),Electrical,650,24,15600,3,2
2025-03-05,E002,1 GANG Switch (KEVILTON),Electrical,320,13,4160,3,2
2025-03-05,E003,LED 9W pin (GREEN),Electrical,575,18,10350,3,2
2025-03-05,E004,MCB enclosure 18 way,Electrical,2800,1,2800,3,2
2025-03-05,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,3,2
2025-03-05,P002,Valve socket 1/2,Plumbing,40,7,280,3,2
2025-03-05,P003,Elbow socket 1/2,Plumbing,40,14,560,3,2
2025-03-05,O001,Caltex 20W50,Oil,1200,6,7200,3,2
2025-03-06,E001,13A Plug base (ACL),Electrical,650,11,7150,3,3
2025-03-06,E002,1 GANG Switch (KEVILTON),Electrical,320,22,7040,3,3
2025-03-06,E003,LED 9W pin (GREEN),Electrical,575,5,2875,3,3
2025-03-06,E004,MCB enclosure 18 way,Electrical,2800,1,2800,3,3
2025-03-06,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,3,3
2025-03-06,P002,Valve socket 1/2,Plumbing,40,17,680,3,3
2025-03-06,P003,Elbow socket 1/2,Plumbing,40,8,320,3,3
2025-03-06,O001,Caltex 20W50,Oil,1200,2,2400,3,3
2025-03-07,E001,13A Plug base (ACL),Electrical,650,11,7150,3,4
2025-03-07,E002,1 GANG Switch (KEVILTON),Electrical,320,11,3520,3,4
2025-03-07,E003,LED 9W pin (GREEN),Electrical,575,24,13800,3,4
2025-03-07,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,7,2310,3,4
2025-03-07,O001,Caltex 20W50,Oil,1200,4,4800,3,4
2025-03-08,E001,13A Plug base (ACL),Electrical,650,23,14950,3,5
2025-03-08,E002,1 GANG Switch (KEVILTON),Electrical,320,19,6080,3,5
2025-03-08,E003,LED 9W pin (GREEN),Electrical,575,12,6900,3,5
2025-03-08,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,3,5
2025-03-08,P003,Elbow socket 1/2,Plumbing,40,17,680,3,5
2025-03-09,E001,13A Plug base (ACL),Electrical,650,17,11050,3,6
2025-03-09,E003,LED 9W pin (GREEN),Electrical,575,18,10350,3,6
2025-03-09,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,3,6
2025-03-09,P002,Valve socket 1/2,Plumbing,40,10,400,3,6
2025-03-09,P003,Elbow socket 1/2,Plumbing,40,5,200,3,6
2025-03-09,O001,Caltex 20W50,Oil,1200,3,3600,3,6
2025-03-10,E002,1 GANG Switch (KEVILTON),Electrical,320,18,5760,3,0
2025-03-10,E004,MCB enclosure 18 way,Electrical,2800,2,5600,3,0
2025-03-10,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,3,0
2025-03-10,P002,Valve socket 1/2,Plumbing,40,12,480,3,0
2025-03-10,P003,Elbow socket 1/2,Plumbing,40,7,280,3,0
2025-03-10,O001,Caltex 20W50,Oil,1200,8,9600,3,0
2025-03-11,E001,13A Plug base (ACL),Electrical,650,22,14300,3,1
2025-03-11,E002,1 GANG Switch (KEVILTON),Electrical,320,7,2240,3,1
2025-03-11,E003,LED 9W pin (GREEN),Electrical,575,22,12650,3,1
2025-03-11,E004,MCB enclosure 18 way,Electrical,2800,1,2800,3,1
2025-03-11,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,3,1
2025-03-11,P002,Valve socket 1/2,Plumbing,40,20,800,3,1
2025-03-11,P003,Elbow socket 1/2,Plumbing,40,6,240,3,1
2025-03-12,E001,13A Plug base (ACL),Electrical,650,14,9100,3,2
2025-03-12,E002,1 GANG Switch (KEVILTON),Electrical,320,20,6400,3,2
2025-03-12,E003,LED 9W pin (GREEN),Electrical,575,24,13800,3,2
2025-03-12,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,7,2310,3,2
2025-03-12,P002,Valve socket 1/2,Plumbing,40,22,880,3,2
2025-03-12,P003,Elbow socket 1/2,Plumbing,40,13,520,3,2
2025-03-13,E001,13A Plug base (ACL),Electrical,650,14,9100,3,3
2025-03-13,E002,1 GANG Switch (KEVILTON),Electrical,320,25,8000,3,3
2025-03-13,E003,LED 9W pin (GREEN),Electrical,575,25,14375,3,3
2025-03-13,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,8,2640,3,3
2025-03-13,P002,Valve socket 1/2,Plumbing,40,25,1000,3,3
2025-03-13,P003,Elbow socket 1/2,Plumbing,40,14,560,3,3
2025-03-13,O001,Caltex 20W50,Oil,1200,8,9600,3,3
2025-03-14,E001,13A Plug base (ACL),Electrical,650,19,12350,3,4
2025-03-14,E002,1 GANG Switch (KEVILTON),Electrical,320,5,1600,3,4
2025-03-14,E003,LED 9W pin (GREEN),Electrical,575,19,10925,3,4
2025-03-14,E004,MCB enclosure 18 way,Electrical,2800,1,2800,3,4
2025-03-14,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,3,4
2025-03-14,P003,Elbow socket 1/2,Plumbing,40,10,400,3,4
2025-03-14,O001,Caltex 20W50,Oil,1200,1,1200,3,4
2025-03-15,E001,13A Plug base (ACL),Electrical,650,22,14300,3,5
2025-03-15,E002,1 GANG Switch (KEVILTON),Electrical,320,21,6720,3,5
2025-03-15,E003,LED 9W pin (GREEN),Electrical,575,11,6325,3,5
2025-03-15,E004,MCB enclosure 18 way,Electrical,2800,1,2800,3,5
2025-03-15,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,3,5
2025-03-15,P002,Valve socket 1/2,Plumbing,40,12,480,3,5
2025-03-15,P003,Elbow socket 1/2,Plumbing,40,19,760,3,5
2025-03-15,O001,Caltex 20W50,Oil,1200,1,1200,3,5
2025-03-16,E001,13A Plug base (ACL),Electrical,650,12,7800,3,6
2025-03-16,E003,LED 9W pin (GREEN),Electrical,575,5,2875,3,6
2025-03-16,E004,MCB enclosure 18 way,Electrical,2800,1,2800,3,6
2025-03-16,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,8,2640,3,6
2025-03-16,P002,Valve socket 1/2,Plumbing,40,18,720,3,6
2025-03-16,P003,Elbow socket 1/2,Plumbing,40,7,280,3,6
2025-03-16,O001,Caltex 20W50,Oil,1200,8,9600,3,6
2025-03-17,E002,1 GANG Switch (KEVILTON),Electrical,320,7,2240,3,0
2025-03-17,E003,LED 9W pin (GREEN),Electrical,575,9,5175,3,0
2025-03-17,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,3,0
2025-03-17,P002,Valve socket 1/2,Plumbing,40,18,720,3,0
2025-03-17,P003,Elbow socket 1/2,Plumbing,40,24,960,3,0
2025-03-17,O001,Caltex 20W50,Oil,1200,1,1200,3,0
2025-03-18,E001,13A Plug base (ACL),Electrical,650,5,3250,3,1
2025-03-18,E002,1 GANG Switch (KEVILTON),Electrical,320,11,3520,3,1
2025-03-18,E003,LED 9W pin (GREEN),Electrical,575,5,2875,3,1
2025-03-18,E004,MCB enclosure 18 way,Electrical,2800,1,2800,3,1
2025-03-18,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,8,2640,3,1
2025-03-18,P002,Valve socket 1/2,Plumbing,40,25,1000,3,1
2025-03-18,P003,Elbow socket 1/2,Plumbing,40,21,840,3,1
2025-03-18,O001,Caltex 20W50,Oil,1200,6,7200,3,1
2025-03-19,E001,13A Plug base (ACL),Electrical,650,15,9750,3,2
2025-03-19,E002,1 GANG Switch (KEVILTON),Electrical,320,14,4480,3,2
2025-03-19,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,3,2
2025-03-19,P002,Valve socket 1/2,Plumbing,40,7,280,3,2
2025-03-19,P003,Elbow socket 1/2,Plumbing,40,20,800,3,2
2025-03-19,O001,Caltex 20W50,Oil,1200,4,4800,3,2
2025-03-20,E001,13A Plug base (ACL),Electrical,650,18,11700,3,3
2025-03-20,E002,1 GANG Switch (KEVILTON),Electrical,320,19,6080,3,3
2025-03-20,E003,LED 9W pin (GREEN),Electrical,575,10,5750,3,3
2025-03-20,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,3,3
2025-03-20,P002,Valve socket 1/2,Plumbing,40,15,600,3,3
2025-03-20,P003,Elbow socket 1/2,Plumbing,40,24,960,3,3
2025-03-20,O001,Caltex 20W50,Oil,1200,3,3600,3,3
2025-03-21,E001,13A Plug base (ACL),Electrical,650,13,8450,3,4
2025-03-21,E003,LED 9W pin (GREEN),Electrical,575,8,4600,3,4
2025-03-21,E004,MCB enclosure 18 way,Electrical,2800,1,2800,3,4
2025-03-21,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,3,4
2025-03-21,O001,Caltex 20W50,Oil,1200,4,4800,3,4
2025-03-22,E001,13A Plug base (ACL),Electrical,650,5,3250,3,5
2025-03-22,E002,1 GANG Switch (KEVILTON),Electrical,320,17,5440,3,5
2025-03-22,E003,LED 9W pin (GREEN),Electrical,575,11,6325,3,5
2025-03-22,E004,MCB enclosure 18 way,Electrical,2800,1,2800,3,5
2025-03-22,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,3,5
2025-03-22,P003,Elbow socket 1/2,Plumbing,40,12,480,3,5
2025-03-22,O001,Caltex 20W50,Oil,1200,6,7200,3,5
2025-03-23,E001,13A Plug base (ACL),Electrical,650,16,10400,3,6
2025-03-23,E003,LED 9W pin (GREEN),Electrical,575,12,6900,3,6
2025-03-23,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,3,6
2025-03-23,P002,Valve socket 1/2,Plumbing,40,7,280,3,6
2025-03-23,O001,Caltex 20W50,Oil,1200,6,7200,3,6
2025-03-24,E001,13A Plug base (ACL),Electrical,650,18,11700,3,0
2025-03-24,E002,1 GANG Switch (KEVILTON),Electrical,320,19,6080,3,0
2025-03-24,E003,LED 9W pin (GREEN),Electrical,575,13,7475,3,0
2025-03-24,E004,MCB enclosure 18 way,Electrical,2800,2,5600,3,0
2025-03-24,P002,Valve socket 1/2,Plumbing,40,5,200,3,0
2025-03-24,O001,Caltex 20W50,Oil,1200,1,1200,3,0
2025-03-25,E001,13A Plug base (ACL),Electrical,650,13,8450,3,1
2025-03-25,E002,1 GANG Switch (KEVILTON),Electrical,320,24,7680,3,1
2025-03-25,E003,LED 9W pin (GREEN),Electrical,575,19,10925,3,1
2025-03-25,E004,MCB enclosure 18 way,Electrical,2800,2,5600,3,1
2025-03-25,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,8,2640,3,1
2025-03-25,P002,Valve socket 1/2,Plumbing,40,11,440,3,1
2025-03-25,O001,Caltex 20W50,Oil,1200,1,1200,3,1
2025-03-26,E001,13A Plug base (ACL),Electrical,650,16,10400,3,2
2025-03-26,E002,1 GANG Switch (KEVILTON),Electrical,320,6,1920,3,2
2025-03-26,E003,LED 9W pin (GREEN),Electrical,575,13,7475,3,2
2025-03-26,E004,MCB enclosure 18 way,Electrical,2800,1,2800,3,2
2025-03-27,E001,13A Plug base (ACL),Electrical,650,5,3250,3,3
2025-03-27,E002,1 GANG Switch (KEVILTON),Electrical,320,19,6080,3,3
2025-03-27,E004,MCB enclosure 18 way,Electrical,2800,2,5600,3,3
2025-03-27,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,8,2640,3,3
2025-03-27,P002,Valve socket 1/2,Plumbing,40,25,1000,3,3
2025-03-27,P003,Elbow socket 1/2,Plumbing,40,24,960,3,3
2025-03-27,O001,Caltex 20W50,Oil,1200,3,3600,3,3
2025-03-28,E001,13A Plug base (ACL),Electrical,650,17,11050,3,4
2025-03-28,E002,1 GANG Switch (KEVILTON),Electrical,320,7,2240,3,4
2025-03-28,E003,LED 9W pin (GREEN),Electrical,575,7,4025,3,4
2025-03-28,E004,MCB enclosure 18 way,Electrical,2800,1,2800,3,4
2025-03-28,P003,Elbow socket 1/2,Plumbing,40,23,920,3,4
2025-03-28,O001,Caltex 20W50,Oil,1200,5,6000,3,4
2025-03-29,E001,13A Plug base (ACL),Electrical,650,8,5200,3,5
2025-03-29,E002,1 GANG Switch (KEVILTON),Electrical,320,25,8000,3,5
2025-03-29,E003,LED 9W pin (GREEN),Electrical,575,10,5750,3,5
2025-03-29,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,3,5
2025-03-29,P002,Valve socket 1/2,Plumbing,40,15,600,3,5
2025-03-29,P003,Elbow socket 1/2,Plumbing,40,16,640,3,5
2025-03-30,E001,13A Plug base (ACL),Electrical,650,17,11050,3,6
2025-03-30,E002,1 GANG Switch (KEVILTON),Electrical,320,22,7040,3,6
2025-03-30,E003,LED 9W pin (GREEN),Electrical,575,5,2875,3,6
2025-03-30,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,8,2640,3,6
2025-03-30,P002,Valve socket 1/2,Plumbing,40,12,480,3,6
2025-03-30,P003,Elbow socket 1/2,Plumbing,40,18,720,3,6
2025-03-30,O001,Caltex 20W50,Oil,1200,8,9600,3,6
2025-03-31,E001,13A Plug base (ACL),Electrical,650,14,9100,3,0
2025-03-31,E002,1 GANG Switch (KEVILTON),Electrical,320,14,4480,3,0
2025-03-31,E003,LED 9W pin (GREEN),Electrical,575,9,5175,3,0
2025-03-31,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,3,0
2025-03-31,P002,Valve socket 1/2,Plumbing,40,15,600,3,0
2025-03-31,O001,Caltex 20W50,Oil,1200,6,7200,3,0
2025-04-01,E001,13A Plug base (ACL),Electrical,650,16,10400,4,1
2025-04-01,E002,1 GANG Switch (KEVILTON),Electrical,320,14,4480,4,1
2025-04-01,E003,LED 9W pin (GREEN),Electrical,575,7,4025,4,1
2025-04-01,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,1
2025-04-01,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,4,1
2025-04-01,P002,Valve socket 1/2,Plumbing,40,23,920,4,1
2025-04-02,E001,13A Plug base (ACL),Electrical,650,21,13650,4,2
2025-04-02,E002,1 GANG Switch (KEVILTON),Electrical,320,10,3200,4,2
2025-04-02,E003,LED 9W pin (GREEN),Electrical,575,21,12075,4,2
2025-04-02,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,2
2025-04-02,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,4,2
2025-04-02,P002,Valve socket 1/2,Plumbing,40,18,720,4,2
2025-04-02,P003,Elbow socket 1/2,Plumbing,40,11,440,4,2
2025-04-03,E001,13A Plug base (ACL),Electrical,650,25,16250,4,3
2025-04-03,E002,1 GANG Switch (KEVILTON),Electrical,320,24,7680,4,3
2025-04-03,E003,LED 9W pin (GREEN),Electrical,575,10,5750,4,3
2025-04-03,E004,MCB enclosure 18 way,Electrical,2800,2,5600,4,3
2025-04-03,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,7,2310,4,3
2025-04-03,P002,Valve socket 1/2,Plumbing,40,14,560,4,3
2025-04-03,P003,Elbow socket 1/2,Plumbing,40,17,680,4,3
2025-04-04,E001,13A Plug base (ACL),Electrical,650,24,15600,4,4
2025-04-04,E002,1 GANG Switch (KEVILTON),Electrical,320,24,7680,4,4
2025-04-04,E003,LED 9W pin (GREEN),Electrical,575,23,13225,4,4
2025-04-04,E004,MCB enclosure 18 way,Electrical,2800,2,5600,4,4
2025-04-04,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,4,4
2025-04-04,P002,Valve socket 1/2,Plumbing,40,17,680,4,4
2025-04-04,O001,Caltex 20W50,Oil,1200,4,4800,4,4
2025-04-05,E001,13A Plug base (ACL),Electrical,650,21,13650,4,5
2025-04-05,E002,1 GANG Switch (KEVILTON),Electrical,320,22,7040,4,5
2025-04-05,E003,LED 9W pin (GREEN),Electrical,575,18,10350,4,5
2025-04-05,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,1,330,4,5
2025-04-05,P002,Valve socket 1/2,Plumbing,40,24,960,4,5
2025-04-05,O001,Caltex 20W50,Oil,1200,5,6000,4,5
2025-04-06,E001,13A Plug base (ACL),Electrical,650,12,7800,4,6
2025-04-06,E002,1 GANG Switch (KEVILTON),Electrical,320,12,3840,4,6
2025-04-06,E003,LED 9W pin (GREEN),Electrical,575,14,8050,4,6
2025-04-06,P002,Valve socket 1/2,Plumbing,40,15,600,4,6
2025-04-06,P003,Elbow socket 1/2,Plumbing,40,19,760,4,6
2025-04-06,O001,Caltex 20W50,Oil,1200,4,4800,4,6
2025-04-07,E001,13A Plug base (ACL),Electrical,650,21,13650,4,0
2025-04-07,E002,1 GANG Switch (KEVILTON),Electrical,320,25,8000,4,0
2025-04-07,E003,LED 9W pin (GREEN),Electrical,575,22,12650,4,0
2025-04-07,P002,Valve socket 1/2,Plumbing,40,11,440,4,0
2025-04-07,O001,Caltex 20W50,Oil,1200,1,1200,4,0
2025-04-08,E001,13A Plug base (ACL),Electrical,650,18,11700,4,1
2025-04-08,E002,1 GANG Switch (KEVILTON),Electrical,320,20,6400,4,1
2025-04-08,E003,LED 9W pin (GREEN),Electrical,575,18,10350,4,1
2025-04-08,E004,MCB enclosure 18 way,Electrical,2800,2,5600,4,1
2025-04-08,P002,Valve socket 1/2,Plumbing,40,9,360,4,1
2025-04-08,O001,Caltex 20W50,Oil,1200,7,8400,4,1
2025-04-09,E001,13A Plug base (ACL),Electrical,650,9,5850,4,2
2025-04-09,E002,1 GANG Switch (KEVILTON),Electrical,320,20,6400,4,2
2025-04-09,E003,LED 9W pin (GREEN),Electrical,575,7,4025,4,2
2025-04-09,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,4,2
2025-04-09,P003,Elbow socket 1/2,Plumbing,40,12,480,4,2
2025-04-09,O001,Caltex 20W50,Oil,1200,6,7200,4,2
2025-04-10,E001,13A Plug base (ACL),Electrical,650,17,11050,4,3
2025-04-10,E002,1 GANG Switch (KEVILTON),Electrical,320,16,5120,4,3
2025-04-10,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,4,3
2025-04-10,P002,Valve socket 1/2,Plumbing,40,18,720,4,3
2025-04-10,O001,Caltex 20W50,Oil,1200,3,3600,4,3
2025-04-11,E001,13A Plug base (ACL),Electrical,650,7,4550,4,4
2025-04-11,E002,1 GANG Switch (KEVILTON),Electrical,320,22,7040,4,4
2025-04-11,E004,MCB enclosure 18 way,Electrical,2800,2,5600,4,4
2025-04-11,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,4,4
2025-04-11,P002,Valve socket 1/2,Plumbing,40,9,360,4,4
2025-04-11,P003,Elbow socket 1/2,Plumbing,40,19,760,4,4
2025-04-11,O001,Caltex 20W50,Oil,1200,5,6000,4,4
2025-04-12,E001,13A Plug base (ACL),Electrical,650,24,15600,4,5
2025-04-12,E002,1 GANG Switch (KEVILTON),Electrical,320,21,6720,4,5
2025-04-12,E003,LED 9W pin (GREEN),Electrical,575,13,7475,4,5
2025-04-12,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,4,5
2025-04-12,P002,Valve socket 1/2,Plumbing,40,5,200,4,5
2025-04-12,O001,Caltex 20W50,Oil,1200,3,3600,4,5
2025-04-13,E002,1 GANG Switch (KEVILTON),Electrical,320,7,2240,4,6
2025-04-13,E003,LED 9W pin (GREEN),Electrical,575,25,14375,4,6
2025-04-13,E004,MCB enclosure 18 way,Electrical,2800,2,5600,4,6
2025-04-13,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,4,6
2025-04-13,P002,Valve socket 1/2,Plumbing,40,8,320,4,6
2025-04-13,P003,Elbow socket 1/2,Plumbing,40,15,600,4,6
2025-04-13,O001,Caltex 20W50,Oil,1200,1,1200,4,6
2025-04-14,E002,1 GANG Switch (KEVILTON),Electrical,320,18,5760,4,0
2025-04-14,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,2,660,4,0
2025-04-14,P003,Elbow socket 1/2,Plumbing,40,5,200,4,0
2025-04-14,O001,Caltex 20W50,Oil,1200,2,2400,4,0
2025-04-15,E001,13A Plug base (ACL),Electrical,650,18,11700,4,1
2025-04-15,E002,1 GANG Switch (KEVILTON),Electrical,320,16,5120,4,1
2025-04-15,E003,LED 9W pin (GREEN),Electrical,575,18,10350,4,1
2025-04-15,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,3,990,4,1
2025-04-15,P002,Valve socket 1/2,Plumbing,40,22,880,4,1
2025-04-15,P003,Elbow socket 1/2,Plumbing,40,6,240,4,1
2025-04-15,O001,Caltex 20W50,Oil,1200,6,7200,4,1
2025-04-16,E001,13A Plug base (ACL),Electrical,650,15,9750,4,2
2025-04-16,E002,1 GANG Switch (KEVILTON),Electrical,320,24,7680,4,2
2025-04-16,E003,LED 9W pin (GREEN),Electrical,575,10,5750,4,2
2025-04-16,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,4,1320,4,2
2025-04-16,P002,Valve socket 1/2,Plumbing,40,14,560,4,2
2025-04-16,O001,Caltex 20W50,Oil,1200,5,6000,4,2
2025-04-17,E002,1 GANG Switch (KEVILTON),Electrical,320,25,8000,4,3
2025-04-17,P002,Valve socket 1/2,Plumbing,40,9,360,4,3
2025-04-17,P003,Elbow socket 1/2,Plumbing,40,24,960,4,3
2025-04-17,O001,Caltex 20W50,Oil,1200,2,2400,4,3
2025-04-18,E001,13A Plug base (ACL),Electrical,650,25,16250,4,4
2025-04-18,E002,1 GANG Switch (KEVILTON),Electrical,320,17,5440,4,4
2025-04-18,E003,LED 9W pin (GREEN),Electrical,575,16,9200,4,4
2025-04-18,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,8,2640,4,4
2025-04-18,P003,Elbow socket 1/2,Plumbing,40,14,560,4,4
2025-04-18,O001,Caltex 20W50,Oil,1200,2,2400,4,4
2025-04-19,E001,13A Plug base (ACL),Electrical,650,14,9100,4,5
2025-04-19,E002,1 GANG Switch (KEVILTON),Electrical,320,15,4800,4,5
2025-04-19,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,5
2025-04-19,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,5,1650,4,5
2025-04-19,P003,Elbow socket 1/2,Plumbing,40,17,680,4,5
2025-04-19,O001,Caltex 20W50,Oil,1200,5,6000,4,5
2025-04-20,E001,13A Plug base (ACL),Electrical,650,18,11700,4,6
2025-04-20,E002,1 GANG Switch (KEVILTON),Electrical,320,14,4480,4,6
2025-04-20,E003,LED 9W pin (GREEN),Electrical,575,19,10925,4,6
2025-04-20,P001,PVC pipe 1/2 (ARPICO),Plumbing,330,6,1980,4,6
2025-04-20,P002,Valve socket 1/2,Plumbing,40,16,640,4,6
2025-04-20,O001,Caltex 20W50,Oil,1200,7,8400,4,6
2025-04-21,E001,13A Plug base (ACL),Electrical,650,15,9750,4,0
2025-04-21,E003,LED 9W pin (GREEN),Electrical,575,24,13800,4,0
2025-04-21,E004,MCB enclosure 18 way,Electrical,2800,1,2800,4,0
2025-04-21,P003,Elbow socket 1/2,Plumbing,40,23,920,4,0
2025-04-21,O001,Caltex 20W50,Oil,1200,6,7200,4,0
2025-04-22,E001,13A Plug base (ACL),Electrical,650,22,14300,4,1
